dia;mes;armazenamento_sin;armazenamento_se;armazenamento_s;armazenamento_ne;armazenamento_n;ena_sin;ena_se;ena_s;ena_ne;ena_n;expectativa_ena_7_dias_sin;expectativa_ena_7_dias_se;expectativa_ena_7_dias_s;expectativa_ena_7_dias_ne;expectativa_ena_7_dias_n;carga_sin;carga_se;carga_s;carga_ne;carga_n;pld_medio_se 
26/04/2015;01/04/2015;0.347025855;0.330782139;0.363105721;0.273800112;0.806643262;0.769362217;0.836973423;1.042527339;0.411462647;0.749919949;55060;30440;8516;4317;11787;51299;29596;7885;9086;4732;388.48
27/04/2015;01/04/2015;0.347999973;0.332289441;0.359985911;0.274282188;0.807453416;0.754916136;0.826184724;0.997873633;0.386284578;0.746717899;55060;30440;8516;4317;11787;61673;35622;10804;10052;5195;388.48
28/04/2015;01/04/2015;0.348353262;0.333104067;0.355457153;0.274262905;0.809276262;0.745333614;0.807430089;0.957168894;0.385456352;0.768043548;55060;30440;8516;4317;11787;63825;36998;11177;10286;5364;388.48
29/04/2015;01/04/2015;0.34898781;0.334543078;0.349418809;0.274475019;0.80920875;0.735369893;0.797359041;0.869987849;0.383799901;0.784502081;55060;30440;8516;4317;11787;63444;36703;10980;10466;5295;388.48
30/04/2015;01/04/2015;0.349289649;0.335382094;0.343330146;0.274802831;0.810559006;0.721370735;0.774896539;0.811816525;0.373281431;0.80909382;55060;30440;8516;4317;11787;61736;35702;10611;10236;5187;388.48
01/05/2015;01/05/2015;0.350404396;0.336435742;0.346651235;0.275072794;0.812516878;0.940528595;1.031629848;0.563719192;0.59811295;1.224328444;56184;33146;6230;4686;12122;51056;29824;7810;8784;4638;388.48
02/05/2015;01/05/2015;0.351368223;0.337669876;0.346902833;0.274899246;0.814677289;0.915495448;0.998145265;0.512440135;0.588267469;1.234425605;56184;33146;6230;4686;12122;52014;30353;7696;9225;4740;388.48
03/05/2015;01/05/2015;0.352253161;0.338499137;0.349771046;0.274822114;0.817040238;0.910156457;0.970821051;0.563368765;0.590728839;1.240998285;56184;33146;6230;4686;12122;49907;29244;7433;8725;4505;388.48
04/05/2015;01/05/2015;0.352225721;0.339279617;0.346600916;0.273568715;0.814339725;0.942561655;0.995893088;0.677023712;0.600164091;1.244236998;56184;33146;6230;4686;12122;61515;36309;10151;9973;5082;388.48
05/05/2015;01/05/2015;0.352208571;0.340094243;0.340009058;0.272315317;0.815960032;0.955078229;1.000496804;0.695829926;0.611240257;1.275385788;56184;33146;6230;4686;12122;63496;37137;10847;10328;5184;388.48
06/05/2015;01/05/2015;0.352736789;0.341416181;0.33442359;0.271505428;0.818390494;0.993653319;1.038585103;0.671884126;0.679064679;1.345970661;56184;33146;6230;4686;12122;62597;35927;11019;10530;5121;388.48
07/05/2015;01/05/2015;0.352973459;0.342391782;0.328737483;0.271004069;0.818930597;1.002227526;1.048686782;0.607405677;0.708601121;1.395122881;56184;33146;6230;4686;12122;61798;35365;10887;10395;5151;388.48
08/05/2015;01/05/2015;0.353162108;0.3432747;0.325114477;0.270174897;0.818187956;1.009458145;1.0560726;0.587664992;0.728839054;1.414840922;54811;30618;5506;4792;13895;61073;34464;10828;10520;5261;388.48
09/05/2015;01/05/2015;0.353961296;0.344538102;0.324259045;0.270521992;0.816365109;0.998355874;1.051733846;0.532998481;0.738547792;1.405315298;54811;30618;5506;4792;13895;55345;31514;9162;9673;4996;388.48
10/05/2015;01/05/2015;0.355676291;0.346425889;0.327127258;0.270830521;0.819065622;1.006894723;1.063127215;0.559514075;0.732257623;1.401314536;54811;30618;5506;4792;13895;49421;28255;7742;8718;4706;388.48
11/05/2015;01/05/2015;0.357212927;0.348981961;0.323202335;0.271524711;0.816770186;1.037850261;1.125327063;0.611143558;0.708874607;1.363402553;54811;30618;5506;4792;13895;60907;35150;10478;10051;5228;388.48
12/05/2015;01/05/2015;0.358149314;0.350494142;0.31947869;0.271852523;0.818120443;1.057456024;1.182625112;0.61955379;0.681936278;1.316155458;54811;30618;5506;4792;13895;62496;36142;10755;10286;5313;388.48
13/05/2015;01/05/2015;0.35964479;0.352430708;0.317465909;0.272604562;0.820820956;1.055387607;1.206306097;0.633103609;0.643238069;1.252810059;54811;30618;5506;4792;13895;61935;35456;10729;10360;5390;388.48
14/05/2015;01/05/2015;0.360625767;0.353869718;0.315503447;0.272893808;0.821833648;1.026394414;1.185274733;0.595724799;0.612197457;1.209182701;54811;30618;5506;4792;13895;61312;35141;10654;10100;5417;388.48
15/05/2015;01/05/2015;0.361380365;0.354928245;0.313339707;0.273337318;0.823386443;1.004083797;1.162554234;0.583343067;0.592096267;1.178414936;57466;33839;5136;4895;13596;60835;34687;10516;10184;5448;388.48
16/05/2015;01/05/2015;0.362069793;0.355801407;0.314798973;0.27366513;0.821766136;0.96907982;1.117477561;0.545380213;0.575687133;1.161840351;57466;33839;5136;4895;13596;55355;31538;9017;9664;5136;388.48
17/05/2015;01/05/2015;0.36331145;0.357137979;0.318321341;0.273973659;0.821901161;0.938477857;1.074619945;0.525756337;0.562559825;1.145361021;57466;33839;5136;4895;13596;49958;28468;7702;8889;4899;388.48
18/05/2015;01/05/2015;0.363074781;0.356967249;0.316711116;0.274320754;0.820550905;0.909767524;1.04338754;0.532414438;0.557500342;1.078586397;57466;33839;5136;4895;13596;60228;34380;10382;10027;5439;388.48
19/05/2015;01/05/2015;0.362930721;0.356947737;0.313993861;0.273800112;0.823453956;0.880898082;1.012221376;0.51489312;0.555859428;1.028100591;57466;33839;5136;4895;13596;61196;35273;10222;10289;5412;388.48
20/05/2015;01/05/2015;0.362738642;0.356986761;0.311729482;0.273202337;0.82426411;0.849288429;0.983638592;0.493400304;0.542868864;0.96656506;57466;33839;5136;4895;13596;61965;35477;10907;10205;5376;388.48
21/05/2015;01/05/2015;0.362549992;0.357162369;0.308056157;0.272816676;0.824399136;0.822593477;0.941708343;0.460693844;0.549022289;0.965707754;57466;33839;5136;4895;13596;62175;35688;10996;10086;5405;388.48
22/05/2015;01/05/2015;0.362237863;0.357030663;0.304835707;0.272758827;0.824601674;0.803694864;0.906501507;0.436864852;0.56037194;0.976662221;50093;30858;4460;4028;10747;62038;35582;11094;10016;5346;388.48
23/05/2015;01/05/2015;0.362519122;0.357508707;0.304684748;0.27252743;0.824534161;0.796022275;0.884741496;0.44667679;0.572268563;0.981615546;50093;30858;4460;4028;10747;56353;32419;9470;9405;5059;388.48
24/05/2015;01/05/2015;0.36328744;0.358269675;0.308156796;0.272508147;0.824534161;0.795615663;0.868711291;0.490480084;0.578421988;0.985521052;50093;30858;4460;4028;10747;50545;29089;7915;8745;4796;388.48
25/05/2015;01/05/2015;0.362728352;0.357459927;0.311276606;0.271543994;0.823926546;0.809776363;0.863412049;0.698750146;0.574182962;0.910173366;50093;30858;4460;4028;10747;61216;35579;10333;9991;5313;388.48
26/05/2015;01/05/2015;0.363037051;0.357313587;0.31837166;0.271081201;0.824129085;0.847149297;0.864074454;1.057469922;0.566662109;0.822347114;50093;30858;4460;4028;10747;62866;36750;10658;10163;5295;388.48
27/05/2015;01/05/2015;0.364426197;0.357737973;0.334322951;0.271100484;0.824129085;0.950322638;0.866856556;1.760658802;0.562559825;0.799676129;50093;30858;4460;4028;10747;63206;36878;10770;10262;5296;388.48
28/05/2015;01/05/2015;0.365585534;0.358094067;0.349720727;0.27025203;0.824331623;0.997348184;0.851058192;2.172409765;0.548612061;0.772432844;50093;30858;4460;4028;10747;63129;36932;10711;10129;5357;388.48
29/05/2015;01/05/2015;0.366405301;0.358220895;0.360388467;0.270290596;0.82426411;1.000495006;0.895240619;2.064595258;0.529331328;0.76366927;46567;24214;12021;2879;7453;62020;35999;10526;10164;5331;388.48
30/05/2015;01/05/2015;0.367739568;0.359142838;0.370854929;0.270039916;0.824601674;0.940369486;0.90434869;1.684616283;0.501435799;0.742808154;46567;24214;12021;2879;7453;55878;32085;8965;9722;5106;370.41
31/05/2015;01/05/2015;0.369334513;0.360337948;0.382680018;0.269596406;0.825141777;0.901281711;0.902758918;1.472491531;0.471489129;0.730615355;46567;24214;12021;2879;7453;50440;28967;7637;8989;4847;370.41
01/06/2015;01/06/2015;0.369334513;0.36077209;0.388517083;0.269422858;0.825479341;1.094164168;1.076949915;1.169218372;0.67371476;1.409456006;46567;24214;12021;2879;7453;60480;34723;10451;10063;5243;370.41
02/06/2015;01/06/2015;0.369334513;0.361533058;0.391888492;0.269268594;0.824534161;1.095837136;1.105403939;1.078767123;0.692993367;1.436473165;46567;24214;12021;2879;7453;61795;35489;10762;10214;5330;370.41
03/06/2015;01/06/2015;0.369334513;0.362020858;0.394354149;0.268651536;0.821428571;1.030613132;1.073693596;0.961825141;0.60655058;1.32584885;46567;24214;12021;2879;7453;61380;35152;10864;10059;5305;370.41
04/06/2015;01/06/2015;0.369334513;0.363098897;0.399889297;0.268034478;0.818660546;0.993329857;1.059621647;0.864524577;0.585613599;1.273640015;46567;24214;12021;2879;7453;53473;30394;8703;9371;5005;370.41
05/06/2015;01/06/2015;0.369334513;0.363820841;0.403311025;0.267629534;0.819605725;0.979489854;1.079702279;0.806607575;0.573175788;1.178714859;41922.48076;24494.55946;8598.1468;2598.2611;6231.5134;56896;32310;9518;9897;5171;370.41
06/06/2015;01/06/2015;0.369334513;0.364654979;0.407638505;0.267610251;0.824466649;0.957806457;1.077453869;0.724516519;0.567164179;1.161190215;41922.48076;24494.55946;8598.1468;2598.2611;6231.5134;53522;30657;8644;9338;4883;382.33
07/06/2015;01/06/2015;0.369334513;0.365420825;0.412267901;0.26741742;0.825411828;0.920414548;1.049038611;0.654008864;0.561774461;1.113362541;41922.48076;24494.55946;8598.1468;2598.2611;6231.5134;49342;28191;7746;8735;4670;382.33
08/06/2015;01/06/2015;0.369334513;0.365498873;0.412016304;0.267378854;0.823926546;0.901881545;1.008179563;0.650382756;0.552238806;1.165023731;41922.48076;24494.55946;8598.1468;2598.2611;6231.5134;59598;34174;10487;9645;5292;382.33
09/06/2015;01/06/2015;0.369334513;0.365230583;0.41030544;0.267243873;0.821361059;0.893038717;0.99945728;0.629834811;0.542495854;1.177619569;41922.48076;24494.55946;8598.1468;2598.2611;6231.5134;61739;35404;11023;10017;5295;382.33
10/06/2015;01/06/2015;0.373436782;0.365157413;0.405456821;0.266742513;0.815825007;0.869940554;0.983350309;0.573831587;0.537935323;1.170500183;41922.48076;24494.55946;8598.1468;2598.2611;6231.5134;62191;35708;11164;9966;5353;382.33
11/06/2015;01/06/2015;0.372853683;0.364840343;0.403954944;0.266221871;0.812584391;0.851276335;0.952871582;0.627618856;0.530472637;1.065717415;41922.48076;24494.55946;8598.1468;2598.2611;6231.5134;62716;36152;11126;10138;5300;382.33
12/06/2015;01/06/2015;0.372418075;0.364650101;0.402152691;0.265701228;0.81089657;0.860739575;0.942607537;0.724617244;0.526741294;1.020080321;43509;23704;11631;2562;5612;62145;35963;10836;10059;5287;382.33
13/06/2015;01/06/2015;0.372846823;0.364952537;0.40505632;0.265007038;0.813664596;0.875513594;0.916869075;0.854653505;0.52238806;1.031580869;43509;23704;11631;2562;5612;55971;32305;9291;9446;4929;356.03
14/06/2015;01/06/2015;0.375042017;0.365015951;0.434893617;0.264370697;0.817985417;1.10483871;0.875538666;2.021555197;0.521973466;1.025191676;43509;23704;11631;2562;5612;50632;29307;7773;8821;4731;356.03
15/06/2015;01/06/2015;0.376664403;0.364274495;0.468085106;0.263792206;0.817445315;1.295349244;0.878398496;2.906929895;0.521973466;0.998539613;43509;23704;11631;2562;5612;60375;34927;10135;10046;5267;356.03
16/06/2015;01/06/2015;0.377888909;0.364445225;0.488010013;0.263040167;0.81494734;1.252185506;0.883843924;2.699335214;0.519900498;0.990690033;43509;23704;11631;2562;5612;60778;34575;10660;10151;5392;356.03
17/06/2015;01/06/2015;0.378067269;0.363845231;0.500325407;0.262326694;0.812651904;1.137970976;0.872326256;2.217062853;0.53358209;0.952354874;43509;23704;11631;2562;5612;61188;34848;10838;10110;5392;356.03
18/06/2015;01/06/2015;0.378773847;0.363113531;0.521702128;0.261555371;0.810559006;1.174206661;0.858928152;2.434125705;0.535033167;0.922782037;43509;23704;11631;2562;5612;62066;35682;10886;10134;5364;356.03
19/06/2015;01/06/2015;0.379576465;0.362606218;0.541827284;0.260841898;0.80873616;1.18893697;0.864530283;2.510072522;0.531094527;0.885542169;44996;20080;18088;2340;4488;60289;34370;10653;9992;5274;356.03
20/06/2015;01/06/2015;0.381051361;0.363045239;0.559399249;0.260166991;0.810356468;1.122694291;0.865235446;2.215652699;0.528814262;0.864549106;44996;20080;18088;2340;4488;53543;30521;8835;9289;4898;364.27
21/06/2015;01/06/2015;0.382574276;0.363533039;0.576220275;0.259665632;0.812651904;1.040781537;0.851994045;1.899476229;0.521558872;0.821467689;44996;20080;18088;2340;4488;47860;27177;7562;8600;4521;364.27
22/06/2015;01/06/2015;0.383075055;0.363386699;0.587984981;0.259029291;0.81089657;0.991017571;0.850035258;1.696615633;0.510157546;0.792625046;44996;20080;18088;2340;4488;57437;32913;10087;9392;5045;364.27
23/06/2015;01/06/2015;0.383088775;0.362830607;0.597546934;0.258335101;0.808398596;0.994929627;0.845804278;1.733178888;0.5;0.78769624;44996;20080;18088;2340;4488;59166;34138;10558;9363;5107;364.27
24/06/2015;01/06/2015;0.384645991;0.364401323;0.606708385;0.257795175;0.806845801;0.966518052;0.830995847;1.648871878;0.498548922;0.773457466;44996;20080;18088;2340;4488;58652;33989;10791;8777;5095;364.27
25/06/2015;01/06/2015;0.383966853;0.362825729;0.615118899;0.257158835;0.806170672;0.924315937;0.823787511;1.485294118;0.486111111;0.761956919;44996;20080;18088;2340;4488;58689;33654;10533;9322;5180;364.27
26/06/2015;01/06/2015;0.384220672;0.362762315;0.621226533;0.256618909;0.805698083;0.877065303;0.802162501;1.341659952;0.48155058;0.732384082;36538.55391;19133.80401;11596.9654;2101.2985;3706.486;57967;33191;10445;9194;5137;364.27
27/06/2015;01/06/2015;0.384104052;0.362084272;0.627884856;0.255924719;0.806238185;0.824088644;0.758168142;1.239020951;0.469941957;0.691128149;36538.55391;19133.80401;11596.9654;2101.2985;3706.486;52626;30056;8797;8937;4836;378.01
28/06/2015;01/06/2015;0.384464201;0.362181832;0.634292866;0.255114831;0.806170672;0.773450476;0.735132806;1.083199033;0.459577114;0.667031763;36538.55391;19133.80401;11596.9654;2101.2985;3706.486;47058;26788;7454;8226;4590;378.01
29/06/2015;01/06/2015;0.383918833;0.36169891;0.634392991;0.254131395;0.805428031;0.744864062;0.730627595;0.978646253;0.455638474;0.642205184;36538.55391;19133.80401;11596.9654;2101.2985;3706.486;56500;32235;10104;9118;5043;378.01
30/06/2015;01/06/2015;0.383544964;0.361181842;0.636745932;0.253417922;0.804550365;0.768795349;0.744378281;1.067888799;0.452321725;0.619204089;36538.55391;19133.80401;11596.9654;2101.2985;3706.486;58483;33598;10466;9316;5103;378.01
01/07/2015;01/07/2015;0.382941285;0.360596482;0.636795995;0.252685166;0.803267621;0.893680203;0.899749728;0.986898763;0.520885757;0.99430114;36538.55391;19133.80401;11596.9654;2101.2985;3706.486;59225;34367;10544;9331;4983;378.01
02/07/2015;01/07/2015;0.382272437;0.359889172;0.636745932;0.251875277;0.802795031;0.899340102;0.93474052;0.945762712;0.519375944;0.975404919;36538.55391;19133.80401;11596.9654;2101.2985;3706.486;59670;34699;10732;9311;4928;378.01
03/07/2015;01/07/2015;0.382282727;0.360103804;0.63824781;0.250988257;0.80110721;1.019670051;1.119422014;1.02537792;0.519124308;0.964007199;38734;22730;10843;2023;3138;60236;34972;10672;9527;5065;378.01
04/07/2015;01/07/2015;0.383359744;0.36118672;0.64465582;0.250390482;0.800769646;1.070482234;1.251735373;0.946770499;0.52591847;0.973305339;38734;22730;10843;2023;3138;54269;31579;8890;9055;4745;317.79
05/07/2015;01/07/2015;0.38500271;0.362806217;0.654017522;0.249715575;0.800432082;1.142563452;1.379326628;0.959322034;0.527931555;0.971205759;38734;22730;10843;2023;3138;47706;27212;7689;8292;4513;317.79
06/07/2015;01/07/2015;0.385640688;0.363645233;0.655969962;0.248905687;0.8015798;1.146725888;1.414553525;0.899129638;0.51786613;1.00569886;38734;22730;10843;2023;3138;56927;32542;10362;9189;4834;317.79
07/07/2015;01/07/2015;0.386409006;0.364123277;0.663579474;0.248346478;0.801782339;1.219416244;1.42069226;1.147228585;0.507297433;1.026094781;38734;22730;10843;2023;3138;59334;34172;10916;9386;4860;317.79
08/07/2015;01/07/2015;0.388089701;0.364864733;0.683354193;0.247382325;0.801309749;1.421218274;1.479765784;1.756848374;0.514594867;1.031193761;38734;22730;10843;2023;3138;60191;34804;10964;9433;4990;317.79
09/07/2015;01/07/2015;0.390243735;0.365781797;0.707484355;0.246900249;0.800162031;1.51286802;1.395995656;2.265689418;0.508807247;0.987402519;38734;22730;10843;2023;3138;58311;32895;10750;9538;5128;317.79
10/07/2015;01/07/2015;0.391214422;0.365786675;0.725406758;0.246244625;0.797326492;1.544035533;1.42928649;2.319651855;0.503271263;0.974205159;51134.41288;27011.63278;19210.294;1892.2087;3020.2774;58759;33580;10478;9493;5208;317.79
11/07/2015;01/07/2015;0.392901978;0.36697203;0.741677096;0.24539617;0.795166082;1.556345178;1.478349152;2.289143381;0.498238551;0.913917217;51134.41288;27011.63278;19210.294;1892.2087;3020.2774;54404;31200;9150;9060;4994;231.65
12/07/2015;01/07/2015;0.395189781;0.367952508;0.7677597;0.244798396;0.793545774;1.683045685;1.655333617;2.411726981;0.487418218;0.898620276;51134.41288;27011.63278;19210.294;1892.2087;3020.2774;49072;28311;7746;8325;4690;231.65
13/07/2015;01/07/2015;0.39693014;0.369123494;0.787634543;0.243911375;0.791047799;1.749111675;1.661000142;2.663307375;0.470306995;0.840131974;51134.41288;27011.63278;19210.294;1892.2087;3020.2774;59095;34300;10346;9342;5107;231.65
14/07/2015;01/07/2015;0.400435125;0.369800803;0.834893617;0.243062921;0.789967594;2.263604061;1.634225811;4.56252863;0.463009562;0.881223755;51134.41288;27011.63278;19210.294;1892.2087;3020.2774;60916;35503;10756;9488;5169;231.65
15/07/2015;01/07/2015;0.403696851;0.370634039;0.876445557;0.242330164;0.789224953;2.655482234;1.754025594;5.749793862;0.471061902;0.854829034;51134.41288;27011.63278;19210.294;1892.2087;3020.2774;61299;35629;11053;9433;5184;231.65
16/07/2015;01/07/2015;0.40502621;0.371160293;0.894818523;0.241308163;0.786929517;2.570532995;1.646267177;5.664131929;0.463764469;0.824535093;51134.41288;27011.63278;19210.294;1892.2087;3020.2774;60500;35182;10992;9111;5215;231.65
17/07/2015;01/07/2015;0.40625621;0.371569602;0.913291615;0.240209028;0.784431542;2.316167513;1.578079992;4.898121851;0.46602919;0.75674865;65354.67807;28886.23787;31949.055;1906.815;2612.5702;60347;34884;10766;9502;5195;231.65
18/07/2015;01/07/2015;0.407565012;0.372242038;0.930012516;0.239129177;0.782136106;2.056979695;1.523823016;4.073476867;0.465022647;0.73935213;65354.67807;28886.23787;31949.055;1906.815;2612.5702;54445;31748;9135;8655;4907;172.69
19/07/2015;01/07/2015;0.408270805;0.372987565;0.936620776;0.237991477;0.780785849;1.839517766;1.499881947;3.335226752;0.467790639;0.735152969;65354.67807;28886.23787;31949.055;1906.815;2612.5702;48180;27903;7669;8029;4579;172.69
20/07/2015;01/07/2015;0.408630555;0.373621019;0.940325407;0.236738078;0.778490413;1.734213198;1.43561411;3.071736143;0.480120785;0.74685063;65354.67807;28886.23787;31949.055;1906.815;2612.5702;58595;33990;10431;9114;5060;172.69
21/07/2015;01/07/2015;0.40823997;0.373323783;0.942177722;0.235658227;0.776194977;1.857969543;1.419936724;3.540174072;0.490437846;0.763047391;65354.67807;28886.23787;31949.055;1906.815;2612.5702;60313;35022;10731;9332;5228;172.69
22/07/2015;01/07/2015;0.408257101;0.373518692;0.944580726;0.234771207;0.773697002;1.747918782;1.357746612;3.257810353;0.501509814;0.768746251;65354.67807;28886.23787;31949.055;1906.815;2612.5702;59841;34520;10694;9415;5212;172.69
23/07/2015;01/07/2015;0.40835646;0.373850037;0.946583229;0.233672072;0.77221172;1.605101523;1.294045427;2.865231333;0.506542526;0.764847031;65354.67807;28886.23787;31949.055;1906.815;2612.5702;59680;34338;10781;9371;5190;172.69
24/07/2015;01/07/2015;0.408514064;0.374171637;0.949486859;0.232746486;0.770186335;1.566116751;1.251688152;2.809253321;0.505284348;0.75794841;47271.383;21824.2379;21111.9901;1923.7578;2411.3972;60046;34857;10691;9294;5204;172.69
25/07/2015;01/07/2015;0.408764176;0.374732;0.951639549;0.231685918;0.768160951;1.543071066;1.179298295;2.866972057;0.507045798;0.75434913;47271.383;21824.2379;21111.9901;1923.7578;2411.3972;54477;31824;8939;8841;4873;178.63
26/07/2015;01/07/2015;0.408880666;0.375131564;0.953491865;0.230683199;0.765933027;1.480152284;1.142229778;2.709940449;0.507297433;0.76004799;47271.383;21824.2379;21111.9901;1923.7578;2411.3972;48519;28105;7671;8152;4591;178.63
27/07/2015;01/07/2015;0.40906568;0.375170545;0.959849812;0.229622631;0.764177694;1.395558376;1.123530245;2.438845625;0.502264721;0.772645471;47271.383;21824.2379;21111.9901;1923.7578;2411.3972;58039;33583;10165;9186;5105;178.63
28/07/2015;01/07/2015;0.408678521;0.375038982;0.960100125;0.228562063;0.761747232;1.308020305;1.094489304;2.187081997;0.5;0.74955009;47271.383;21824.2379;21111.9901;1923.7578;2411.3972;59941;34824;10573;9356;5188;178.63
29/07/2015;01/07/2015;0.408424984;0.374751491;0.964205257;0.227308664;0.759586821;1.228020305;1.048165463;1.999725149;0.488424761;0.725554889;47271.383;21824.2379;21111.9901;1923.7578;2411.3972;60385;35228;10640;9228;5289;178.63
30/07/2015;01/07/2015;0.408308494;0.374556582;0.968911139;0.226074548;0.757966514;1.17213198;1.036171318;1.81887311;0.483392048;0.73935213;47271.383;21824.2379;21111.9901;1923.7578;2411.3972;60474;35302;10681;9247;5244;178.63
31/07/2015;01/07/2015;0.407698633;0.374254473;0.967659574;0.224878999;0.756008642;1.11857868;1.006422062;1.690975721;0.479114243;0.719256149;39548.40424;19257.42264;16206.5485;1893.9399;2190.4932;60060;35088;10564;9225;5183;178.63
01/08/2015;01/08/2015;0.407612978;0.374132655;0.971714643;0.223934129;0.753848231;1.239026266;1.146694565;1.683547981;0.546662814;0.998716303;39548.40424;19257.42264;16206.5485;1893.9399;2190.4932;54252;31697;8988;8721;4846;118.81
02/08/2015;01/08/2015;0.407383424;0.373937746;0.974818523;0.22293141;0.751350257;1.184956223;1.124922242;1.550014525;0.545218145;0.973470261;39548.40424;19257.42264;16206.5485;1893.9399;2190.4932;48682;28377;7714;8005;4586;118.81
03/08/2015;01/08/2015;0.406739302;0.373655128;0.973667084;0.22154303;0.748987308;1.14887009;1.112763671;1.452212646;0.540884138;0.982028241;39548.40424;19257.42264;16206.5485;1893.9399;2190.4932;58776;34253;10354;9046;5123;118.81
04/08/2015;01/08/2015;0.405841642;0.372958328;0.972265332;0.220463179;0.746624359;1.098408661;1.091217554;1.328459378;0.537994799;0.966195978;39548.40424;19257.42264;16206.5485;1893.9399;2190.4932;61177;35794;10749;9356;5278;118.81
05/08/2015;01/08/2015;0.404573954;0.371925311;0.96971214;0.219325479;0.743383743;1.070042593;1.087089295;1.253413382;0.526437446;0.935815148;39548.40424;19257.42264;16206.5485;1893.9399;2190.4932;61468;35936;10809;9358;5365;118.81
06/08/2015;01/08/2015;0.403275431;0.371004366;0.965757196;0.218361326;0.73926546;1.018279697;1.063111463;1.137116297;0.537994799;0.86521181;39548.40424;19257.42264;16206.5485;1893.9399;2190.4932;61621;35943;10837;9430;5411;118.81
07/08/2015;01/08/2015;0.402151643;0.370253966;0.961602003;0.217107927;0.737510127;0.982637246;1.047107391;1.043090927;0.534527593;0.89131365;28919.20469;15993.48369;9201.7822;1785.9062;1938.0326;62017;36114;10947;9546;5410;118.81
08/08/2015;01/08/2015;0.400688663;0.369484076;0.953742178;0.215719547;0.734809614;0.918244203;0.989255217;0.932313353;0.531927189;0.890885751;28919.20469;15993.48369;9201.7822;1785.9062;1938.0326;56500;32801;9590;8972;5137;129.52
09/08/2015;01/08/2015;0.399773872;0.369138113;0.949486859;0.214562564;0.73136646;0.867960246;0.953005712;0.83247797;0.529615718;0.882327771;28919.20469;15993.48369;9201.7822;1785.9062;1938.0326;49870;28930;7977;8177;4786;129.52
10/08/2015;01/08/2015;0.398310892;0.368173313;0.942928661;0.213482713;0.728530921;0.838558921;0.936153368;0.775443013;0.523837041;0.845100556;28919.20469;15993.48369;9201.7822;1785.9062;1938.0326;59978;34848;10751;9141;5238;129.52
11/08/2015;01/08/2015;0.396467605;0.367003859;0.934267835;0.212287163;0.724277613;0.818918599;0.930837528;0.735741261;0.517769431;0.785622593;28919.20469;15993.48369;9201.7822;1785.9062;1938.0326;60172;34458;11071;9261;5382;129.52
12/08/2015;01/08/2015;0.394500976;0.365732078;0.924105131;0.211207312;0.72063192;0.797888074;0.923655488;0.680352474;0.514591159;0.785194694;28919.20469;15993.48369;9201.7822;1785.9062;1938.0326;61021;35390;11101;9219;5311;129.52
13/08/2015;01/08/2015;0.392332203;0.364294624;0.912590738;0.210088895;0.717256279;0.764907714;0.893570096;0.631838869;0.497255129;0.775780916;28919.20469;15993.48369;9201.7822;1785.9062;1938.0326;61207;35564;11065;9299;5279;129.52
14/08/2015;01/08/2015;0.390571145;0.36326648;0.902828536;0.208719798;0.714758304;0.748402745;0.870327433;0.606081147;0.498699798;0.824561404;24844.95974;14335.24724;7018.6244;1635.562;1855.5261;60803;35493;10791;9319;5200;129.52
15/08/2015;01/08/2015;0.389053346;0.362813316;0.892265332;0.20721572;0.710640022;0.727993374;0.871175705;0.562021884;0.496099393;0.721437741;24844.95974;14335.24724;7018.6244;1635.562;1855.5261;55438;32371;9126;8928;5013;136.94
16/08/2015;01/08/2015;0.38779251;0.362345535;0.884305382;0.205904472;0.707601944;0.722225509;0.875982582;0.5383945;0.492921121;0.710740265;24844.95974;14335.24724;7018.6244;1635.562;1855.5261;50041;29301;7722;8168;4850;136.94
17/08/2015;01/08/2015;0.385449001;0.360542627;0.873942428;0.204747488;0.704428841;0.716250592;0.878357745;0.520383461;0.490031783;0.690201113;24844.95974;14335.24724;7018.6244;1635.562;1855.5261;60318;35388;10426;9159;5345;136.94
18/08/2015;01/08/2015;0.383218556;0.358920009;0.863679599;0.203571222;0.700918174;0.7061938;0.835152406;0.556018205;0.488009246;0.717158751;24844.95974;14335.24724;7018.6244;1635.562;1855.5261;62102;36466;10824;9431;5381;136.94
19/08/2015;01/08/2015;0.380614657;0.35704401;0.852866083;0.20185503;0.696192277;0.691167771;0.809704236;0.556018205;0.488009246;0.692340608;24844.95974;14335.24724;7018.6244;1635.562;1855.5261;62303;36776;10621;9487;5419;136.94
20/08/2015;01/08/2015;0.378240312;0.355382411;0.84175219;0.200563065;0.691938968;0.682974444;0.809421478;0.532778154;0.482230569;0.687205819;24844.95974;14335.24724;7018.6244;1635.562;1855.5261;61395;35855;10501;9549;5490;136.94
21/08/2015;01/08/2015;0.375948196;0.353759794;0.831639549;0.199502497;0.686605455;0.668273781;0.792286377;0.513895613;0.477318694;0.694908002;23221.1976;13388.5398;6691.0359;1634.5683;1507.0536;60998;35475;10421;9671;5431;136.94
22/08/2015;01/08/2015;0.374913489;0.353550267;0.824530663;0.198326231;0.682824737;0.657300047;0.787196743;0.492301733;0.474429356;0.674368849;23221.1976;13388.5398;6691.0359;1634.5683;1507.0536;55556;32403;8900;9115;5138;139.9
23/08/2015;01/08/2015;0.373755439;0.352887577;0.821076345;0.196802869;0.679179044;0.6510885;0.780014703;0.483489881;0.483386305;0.664527172;23221.1976;13388.5398;6691.0359;1634.5683;1507.0536;50189;29239;7619;8405;4926;139.9
