dia;mes;armazenamento_sin;armazenamento_se;armazenamento_s;armazenamento_ne;armazenamento_n;ena_sin;ena_se;ena_s;ena_ne;ena_n;expectativa_ena_7_dias_sin;expectativa_ena_7_dias_se;expectativa_ena_7_dias_s;expectativa_ena_7_dias_ne;expectativa_ena_7_dias_n;carga_sin;carga_se;carga_s;carga_ne;carga_n;pld_medio_se 
17/01/2013;01/01/2013;0.334422757;0.321617029;0.493016617;0.29643842;0.435059929;0.862698679;1.047717646;1.04011065;0.209718402;0.623418566;80761;58488;13742;2850;5681;62412;37085;11852;9499;3976;339.83
18/01/2013;01/01/2013;0.338304263;0.327236681;0.488530941;0.296207023;0.44087755;0.871177685;1.051723393;1.031610281;0.213581267;0.67700165;68806.0269;51930.6595;5981.1851;4572.9825;6321.1998;62731;37387;11806;9522;4016;339.83
19/01/2013;01/01/2013;0.339987178;0.329085055;0.490722806;0.296554118;0.444382141;0.861618697;1.034520137;0.982837676;0.216741792;0.72182596;68806.0269;51930.6595;5981.1851;4572.9825;6321.1998;57987;34962;10087;9001;3937;479.82
20/01/2013;01/01/2013;0.344255441;0.333775552;0.495667244;0.298443857;0.450410037;0.866156918;1.029566601;0.907867214;0.232474184;0.823427729;68806.0269;51930.6595;5981.1851;4572.9825;6321.1998;51121;30728;8496;8147;3750;479.82
21/01/2013;01/01/2013;0.347248451;0.337248706;0.493628301;0.301972657;0.451601598;0.884137467;1.065350089;0.831085198;0.252280141;0.806219316;68806.0269;51930.6595;5981.1851;4572.9825;6321.1998;60030;35657;11001;9281;4091;479.82
22/01/2013;01/01/2013;0.349237984;0.339579048;0.491793251;0.304305906;0.452793159;0.887618685;1.047538817;0.858815908;0.293156267;0.859596311;68806.0269;51930.6595;5981.1851;4572.9825;6321.1998;61381;36529;11453;9245;4154;479.82
23/01/2013;01/01/2013;0.350377349;0.341089547;0.487307575;0.30640776;0.452933343;0.86171061;0.993979823;0.828994943;0.387620852;0.819305954;68806.0269;51930.6595;5981.1851;4572.9825;6321.1998;62530;37437;11712;9259;4122;479.82
24/01/2013;01/01/2013;0.35215434;0.343598764;0.481904374;0.307853989;0.455456648;0.850439736;0.972001859;0.763639652;0.413326456;0.855474535;68806.0269;51930.6595;5981.1851;4572.9825;6321.1998;64342;38816;12174;9260;4092;479.82
25/01/2013;01/01/2013;0.353290221;0.345188763;0.475991436;0.308181801;0.462816289;0.842604123;0.937255573;0.69814501;0.446757789;0.984795246;80403;56441;5002;8260;10700;64316;39016;11870;9375;4055;479.82
26/01/2013;01/01/2013;0.356551522;0.349109104;0.472882047;0.310939278;0.467372258;0.853897976;0.93959822;0.636134126;0.488827891;1.056720231;80403;56441;5002;8260;10700;58926;35942;9946;9052;3986;307.52
27/01/2013;01/01/2013;0.361436506;0.354614475;0.474564176;0.31329181;0.477115021;0.877266944;0.960574748;0.575656095;0.530968226;1.128336083;80403;56441;5002;8260;10700;51700;31089;8430;8338;3843;307.52
28/01/2013;01/01/2013;0.366056683;0.360139721;0.46951779;0.317225554;0.484755029;0.907667284;0.998718766;0.539146316;0.559834356;1.165844241;80403;56441;5002;8260;10700;61566;36588;11350;9476;4152;307.52
29/01/2013;01/01/2013;0.370471286;0.365754405;0.461769803;0.320503673;0.493095956;0.945386224;1.048736965;0.553081346;0.589824228;1.161619421;80403;56441;5002;8260;10700;63003;37192;12048;9633;4130;307.52
30/01/2013;01/01/2013;0.374945122;0.371036182;0.452441635;0.325787231;0.502207892;0.971535571;1.099506242;0.498595378;0.58336271;1.15337587;80403;56441;5002;8260;10700;63530;37428;12236;9701;4165;307.52
31/01/2013;01/01/2013;0.378366701;0.375478242;0.443368335;0.328563991;0.510759094;0.980554568;1.116441256;0.437002545;0.592914519;1.168214262;80403;56441;5002;8260;10700;64621;38162;12571;9703;4185;307.52
01/02/2013;01/02/2013;0.381626906;0.379855708;0.428118553;0.333269056;0.517628093;0.892244061;1.047145644;0.378953847;0.576830136;0.881748864;98777;70493;3892;10609;13783;65322;38679;12834;9629;4180;307.52
02/02/2013;01/02/2013;0.385341349;0.383875424;0.422784683;0.33745348;0.52793159;0.898888846;1.046074178;0.357987879;0.592961032;0.930262074;98777;70493;3892;10609;13783;60094;36003;10895;9161;4035;174.98
03/02/2013;01/02/2013;0.390194147;0.38864542;0.423287878;0.342447791;0.539496741;0.917011944;1.051380487;0.407390447;0.619265771;0.977150439;98777;70493;3892;10609;13783;53427;32369;8769;8451;3838;174.98
04/02/2013;01/02/2013;0.394207974;0.392933449;0.418356564;0.347480669;0.548398402;0.930006659;1.050036903;0.446551019;0.655208888;1.012045906;98777;70493;3892;10609;13783;62258;37639;10919;9562;4138;174.98
05/02/2013;01/02/2013;0.398308831;0.397410289;0.412167262;0.352166451;0.559402818;0.970865243;1.1102431;0.473662185;0.677029105;0.995720089;98777;70493;3892;10609;13783;63174;37734;11474;9819;4147;174.98
06/02/2013;01/02/2013;0.401859659;0.401126912;0.405927641;0.357218612;0.568795122;0.958818279;1.09270847;0.436429517;0.6935616;0.991774038;98777;70493;3892;10609;13783;63425;37875;11633;9788;4129;174.98
07/02/2013;01/02/2013;0.40649314;0.406244721;0.400543451;0.361942961;0.580220088;0.975351263;1.105974243;0.479325406;0.697443724;1.020866489;98777;70493;3892;10609;13783;62930;37723;11391;9751;4065;174.98
08/02/2013;01/02/2013;0.410736727;0.410950124;0.395360539;0.365934553;0.591995514;0.979552957;1.102725829;0.521136848;0.698179989;1.038817151;107787;73532;7672;12688;13895;62950;37872;11403;9567;4108;174.98
09/02/2013;01/02/2013;0.416324058;0.41671387;0.396467569;0.371160261;0.602649471;0.979816221;1.093609862;0.533909219;0.70935783;1.06110073;107787;73532;7672;12688;13895;57367;34478;9899;8981;4009;156.6169048
10/02/2013;01/02/2013;0.421782585;0.422214272;0.399386102;0.375711063;0.614354805;0.968864436;1.071024035;0.559453962;0.72535486;1.048488843;107787;73532;7672;12688;13895;51679;31147;8495;8158;3879;156.6169048
11/02/2013;01/02/2013;0.426544871;0.426452613;0.40064409;0.381708093;0.626901241;0.973550536;1.067605547;0.633919296;0.745434813;1.02744324;107787;73532;7672;12688;13895;56155;33730;10325;8170;3930;156.6169048
12/02/2013;01/02/2013;0.430485593;0.429836329;0.403612942;0.38585395;0.639307493;0.970454551;1.057350085;0.659825521;0.768392894;1.008177229;107787;73532;7672;12688;13895;56830;34360;10371;8252;3847;156.6169048
13/02/2013;01/02/2013;0.433169601;0.432072265;0.402556232;0.389729844;0.649190439;0.978710512;1.06064952;0.720434038;0.793292036;0.98612577;107787;73532;7672;12688;13895;63314;38768;11678;8961;3907;156.6169048
14/02/2013;01/02/2013;0.435275729;0.433632452;0.401247924;0.393509323;0.65767155;0.98951487;1.07144922;0.793694432;0.797709626;0.964229058;107787;73532;7672;12688;13895;66837;41077;11964;9802;3994;156.6169048
15/02/2013;01/02/2013;0.437778714;0.435719325;0.402405273;0.396459631;0.666292844;0.975372324;1.026600705;0.970941207;0.815848518;0.929565712;101100.8242;63040.9485;12502.1825;11912.7656;13644.9276;67215;41634;11702;9728;4151;156.6169048
16/02/2013;01/02/2013;0.441305173;0.43887448;0.40708499;0.399872732;0.67386276;0.976846603;1.007739498;1.139994386;0.828900488;0.902562346;101100.8242;63040.9485;12502.1825;11912.7656;13644.9276;62068;38288;10459;9266;4055;214.62
17/02/2013;01/02/2013;0.444661053;0.441592384;0.412670457;0.403035153;0.683815799;0.934956024;0.958809207;1.058660889;0.832046347;0.865964662;101100.8242;63040.9485;12502.1825;11912.7656;13644.9276;55982;34526;9075;8487;3894;214.62
18/02/2013;01/02/2013;0.446478241;0.442804758;0.415387712;0.405464818;0.690684797;0.910409282;0.902548726;1.201084878;0.828766621;0.85389439;101100.8242;63040.9485;12502.1825;11912.7656;13644.9276;66441;41200;11707;9349;4185;214.62
19/02/2013;01/02/2013;0.448093519;0.444041976;0.418608162;0.406390405;0.697904255;0.899583863;0.878636321;1.294588276;0.823211167;0.829521724;101100.8242;63040.9485;12502.1825;11912.7656;13644.9276;67308;41766;11978;9471;4093;214.62
20/02/2013;01/02/2013;0.449705316;0.445159944;0.419765511;0.408800787;0.704212518;0.872499255;0.839468278;1.326760192;0.803599746;0.810719954;101100.8242;63040.9485;12502.1825;11912.7656;13644.9276;67680;41929;12125;9534;4092;214.62
21/02/2013;01/02/2013;0.451470286;0.446461756;0.420369345;0.41159683;0.710380599;0.847425985;0.794500711;1.376042266;0.791417907;0.813505402;101100.8242;63040.9485;12502.1825;11912.7656;13644.9276;67756;42108;11948;9568;4132;214.62
22/02/2013;01/02/2013;0.453134301;0.447798348;0.421124138;0.413158757;0.718300974;0.851059029;0.804773181;1.405201831;0.77421608;0.794626258;78312;47781;11905;8232;10394;67353;41792;11669;9685;4207;214.62
23/02/2013;01/02/2013;0.455045482;0.449447972;0.424394908;0.414836383;0.722856943;0.796215858;0.744209828;1.250487447;0.743092152;0.802518359;78312;47781;11905;8232;10394;60947;37491;10079;9217;4160;312.6
24/02/2013;01/02/2013;0.45770164;0.451738564;0.428923665;0.416263329;0.732529614;0.762665485;0.724260147;1.102038754;0.696439727;0.796018982;78312;47781;11905;8232;10394;55021;33700;8971;8436;3914;312.6
25/02/2013;01/02/2013;0.458220339;0.451818064;0.426709606;0.417767408;0.739468704;0.742962801;0.711079412;1.048418893;0.6499881;0.799346044;78312;47781;11905;8232;10394;66182;40687;11819;9539;4137;312.6
26/02/2013;01/02/2013;0.459181151;0.452578283;0.425451618;0.419252203;0.744445223;0.735559816;0.699786498;1.100472331;0.609694327;0.809481978;78312;47781;11905;8232;10394;67524;41933;11581;9821;4189;312.6
27/02/2013;01/02/2013;0.460204625;0.454098719;0.422432446;0.418558013;0.750332936;0.729136172;0.695704722;1.096496027;0.599587417;0.795090499;78312;47781;11905;8232;10394;67000;41451;11317;10028;4204;312.6
28/02/2013;01/02/2013;0.461416084;0.456160749;0.417903688;0.417902389;0.75432817;0.712898045;0.690908635;0.973712571;0.570940016;0.809559351;78312;47781;11905;8232;10394;65759;40123;11487;9891;4258;312.6
01/03/2013;01/03/2013;0.462326625;0.4576225;0.412167262;0.418962957;0.756360833;0.728563442;0.758791091;1.048199297;0.539912007;0.660305205;68616.4675;45462.1016;7093.9427;4867.7632;11192.66;64690;38839;11801;9819;4231;312.6
02/03/2013;01/03/2013;0.464348751;0.460431976;0.408946812;0.418924391;0.76203827;0.723115934;0.776127203;0.920788239;0.512869897;0.648909142;68616.4675;45462.1016;7093.9427;4867.7632;11192.66;58997;35252;10453;9215;4077;373.9
03/03/2013;01/03/2013;0.466846874;0.463191902;0.410506718;0.419155788;0.770379197;0.715493772;0.785394936;0.807178835;0.483302971;0.64997544;68616.4675;45462.1016;7093.9427;4867.7632;11192.66;54018;32484;9031;8546;3957;373.9
04/03/2013;01/03/2013;0.46774328;0.464683352;0.405927641;0.418731561;0.775285624;0.720723814;0.797479333;0.804563785;0.452606521;0.669701958;68616.4675;45462.1016;7093.9427;4867.7632;11192.66;65547;40226;11425;9629;4267;373.9
05/03/2013;01/03/2013;0.468948912;0.466249127;0.403411664;0.418731561;0.780963062;0.73055325;0.797461161;1.022484636;0.409551761;0.673234071;68616.4675;45462.1016;7093.9427;4867.7632;11192.66;67078;41569;11252;9878;4379;373.9
06/03/2013;01/03/2013;0.46948745;0.467269853;0.405273487;0.415646272;0.786009673;0.741035082;0.780688382;1.418228903;0.360849386;0.666303133;68616.4675;45462.1016;7093.9427;4867.7632;11192.66;68176;42622;11247;9948;4359;373.9
07/03/2013;01/03/2013;0.470477666;0.467904091;0.40386454;0.418075937;0.79014509;0.730466264;0.765205816;1.521232826;0.313940959;0.658105965;68616.4675;45462.1016;7093.9427;4867.7632;11192.66;67694;42012;11528;9902;4252;373.9
08/03/2013;01/03/2013;0.470418601;0.468508599;0.400493131;0.416089782;0.792317936;0.706936508;0.756646792;1.396146257;0.271351297;0.645377029;73984.3508;47649.5353;10545.0904;4947.8201;10841.905;67824;41841;11777;9888;4318;373.9
09/03/2013;01/03/2013;0.472395558;0.470391493;0.402606552;0.417439596;0.797715007;0.699553558;0.752012926;1.369995755;0.258727216;0.641778272;73984.3508;47649.5353;10545.0904;4947.8201;10841.905;62117;38364;10016;9510;4227;341.98
10/03/2013;01/03/2013;0.474984018;0.472745111;0.40914809;0.417863823;0.805985841;0.712786327;0.747106479;1.572952708;0.263776848;0.642711283;73984.3508;47649.5353;10545.0904;4947.8201;10841.905;55676;34495;8415;8801;3965;341.98
11/03/2013;01/03/2013;0.477026989;0.474796474;0.41236854;0.418365183;0.811873554;0.748157074;0.770166779;1.824578651;0.272148607;0.651108382;73984.3508;47649.5353;10545.0904;4947.8201;10841.905;66420;40869;11273;9985;4293;341.98
12/03/2013;01/03/2013;0.478840648;0.476089725;0.420771902;0.418808693;0.816850074;0.794259738;0.790301383;2.268265506;0.282114987;0.64631004;73984.3508;47649.5353;10545.0904;4947.8201;10841.905;67925;41897;11409;10249;4370;341.98
13/03/2013;01/03/2013;0.481536815;0.47749694;0.440446837;0.419367901;0.821896685;0.875352584;0.806220077;3.195155528;0.297463211;0.644377374;73984.3508;47649.5353;10545.0904;4947.8201;10841.905;67694;41925;11056;10303;4410;341.98
14/03/2013;01/03/2013;0.484688134;0.480316326;0.455492377;0.41898224;0.826032102;0.92565233;0.896462355;3.078785793;0.331880442;0.640578687;73984.3508;47649.5353;10545.0904;4947.8201;10841.905;65970;40494;10879;10223;4374;341.98
15/03/2013;01/03/2013;0.487012536;0.482015886;0.466965229;0.419387184;0.831429172;0.918552085;0.9256648;2.713114604;0.348690403;0.640845261;77238.8307;46968.0834;14596.3328;4757.4899;10916.9246;65174;39867;10879;10063;4365;341.98
16/03/2013;01/03/2013;0.489927593;0.484087069;0.478387762;0.41967643;0.843975608;0.892053926;0.924338242;2.264778772;0.357327932;0.680298297;77238.8307;46968.0834;14596.3328;4757.4899;10916.9246;59873;36807;9558;9372;4136;338.89
17/03/2013;01/03/2013;0.493558385;0.487060059;0.492124994;0.419984959;0.854909932;0.878168761;0.916887712;2.1083116;0.355533983;0.696092841;77238.8307;46968.0834;14596.3328;4757.4899;10916.9246;53649;32969;7907;8681;4092;338.89
18/03/2013;01/03/2013;0.496091253;0.489042053;0.499572284;0.420582734;0.865423705;0.865979825;0.898097838;2.012571706;0.346830012;0.742943321;77238.8307;46968.0834;14596.3328;4757.4899;10916.9246;61997;37489;10361;9831;4316;338.89
19/03/2013;01/03/2013;0.499336382;0.492114143;0.50752277;0.420736998;0.875797294;0.860488824;0.905094067;1.819784393;0.334139488;0.784795528;77238.8307;46968.0834;14596.3328;4757.4899;10916.9246;62023;37238;10776;9761;4248;338.89
20/03/2013;01/03/2013;0.50218195;0.494997944;0.515926131;0.420139224;0.882876568;0.876776982;0.898679342;2.034363791;0.323043586;0.820849738;77238.8307;46968.0834;14596.3328;4757.4899;10916.9246;62209;37390;10844;9802;4173;338.89
21/03/2013;01/03/2013;0.507188621;0.499997523;0.531474865;0.420389903;0.890586669;0.942353672;0.921103622;2.736068934;0.310685275;0.831046216;77238.8307;46968.0834;14596.3328;4757.4899;10916.9246;63084;38093;10915;9826;4250;338.89
22/03/2013;01/03/2013;0.510687384;0.503079523;0.545312736;0.420254922;0.898787412;0.961012203;0.940147904;2.907064162;0.299190717;0.808653952;76036;47038;10579;4531;13888;64292;39074;11067;9895;4256;338.89
23/03/2013;01/03/2013;0.515148567;0.507370539;0.557540381;0.420794848;0.909090909;0.958402619;0.983415497;2.522506499;0.294938395;0.81465188;76036;47038;10579;4531;13888;59503;36217;9611;9438;4237;319.55
24/03/2013;01/03/2013;0.519762626;0.511453445;0.574045187;0.420929829;0.920936427;0.938722;0.958737886;2.39741993;0.288360585;0.84850685;76036;47038;10579;4531;13888;52680;32061;7968;8671;3980;319.55
25/03/2013;01/03/2013;0.523657476;0.514931844;0.583656217;0.42251104;0.931169832;0.949964961;0.96317186;2.320857071;0.309821522;0.91475063;76036;47038;10579;4531;13888;62733;38192;10659;9635;4247;319.55
26/03/2013;01/03/2013;0.527482836;0.51924268;0.590600312;0.423359494;0.934604332;0.957695856;0.999624943;2.067778322;0.308625557;0.945739924;76036;47038;10579;4531;13888;64201;38773;11110;9988;4330;319.55
27/03/2013;01/03/2013;0.531603524;0.524430548;0.595632265;0.424612893;0.932781944;0.9569456;1.009946654;1.916831812;0.311482585;0.969664991;76036;47038;10579;4531;13888;63655;38371;10979;9987;4318;319.55
28/03/2013;01/03/2013;0.535526169;0.529122918;0.600966135;0.426194103;0.932361393;0.961294908;1.037604476;1.645883553;0.315070482;1.01558246;76036;47038;10579;4531;13888;62279;37358;10901;9740;4280;319.55
29/03/2013;01/03/2013;0.539879645;0.533894568;0.610426206;0.427351087;0.93530525;0.95075871;1.027791583;1.530966624;0.32078454;1.033976106;74855.756;46217.4437;9543.0486;5061.4029;14033.8608;51469;30823;8215;8423;4008;319.55
30/03/2013;01/03/2013;0.543354087;0.537615761;0.618175414;0.428122409;0.9391603;0.928936057;1.004404186;1.392950084;0.315668465;1.054435704;74855.756;46217.4437;9543.0486;5061.4029;14033.8608;53022;31835;8558;8642;3987;299.75
31/03/2013;01/03/2013;0.546696501;0.541322089;0.624515675;0.429105845;0.941753697;0.915681542;0.986286677;1.29982524;0.310884603;1.087157732;74855.756;46217.4437;9543.0486;5061.4029;14033.8608;50271;30202;7915;8313;3841;299.75
01/04/2013;01/04/2013;0.548454568;0.544012645;0.623559603;0.428932297;0.941122871;1.112525549;1.298925499;1.342109328;0.375619992;1.096044888;74855.756;46217.4437;9543.0486;5061.4029;14033.8608;62762;37814;11034;9602;4312;299.75
02/04/2013;01/04/2013;0.550876254;0.547243295;0.623157047;0.429954299;0.941122871;1.113312937;1.286432121;1.433195795;0.366598551;1.102284748;74855.756;46217.4437;9543.0486;5061.4029;14033.8608;64696;39009;11265;10065;4357;299.75
03/04/2013;01/04/2013;0.552978292;0.550483854;0.620490112;0.430320677;0.940071494;1.10510542;1.263857212;1.400282198;0.414166148;1.099300467;74855.756;46217.4437;9543.0486;5061.4029;14033.8608;64413;38705;11272;10070;4366;299.75
04/04/2013;01/04/2013;0.554545265;0.553025761;0.618175414;0.430262828;0.9391603;1.086475025;1.225653521;1.409008128;0.4451671;1.082547801;74855.756;46217.4437;9543.0486;5061.4029;14033.8608;64588;38879;11310;10040;4359;299.75
05/04/2013;01/04/2013;0.558401896;0.557703266;0.62290545;0.431053433;0.941333146;1.153322913;1.279606587;1.83382316;0.485599557;1.048906819;85385.0607;50402.9903;8730.8198;8835.2172;17416.0334;64018;38679;10894;10142;4303;299.75
06/04/2013;01/04/2013;0.561786002;0.560819951;0.630453379;0.434736497;0.941613514;1.16455987;1.287445097;1.822800932;0.526196041;1.055282327;85385.0607;50402.9903;8730.8198;8835.2172;17416.0334;59034;35765;9404;9679;4186;189.11
07/04/2013;01/04/2013;0.566021347;0.565507366;0.638756101;0.436471972;0.942875166;1.167269018;1.300758505;1.700790993;0.571221232;1.048432047;85385.0607;50402.9903;8730.8198;8835.2172;17416.0334;53145;32031;8102;9024;3988;189.11
08/04/2013;01/04/2013;0.569356811;0.569624957;0.639460575;0.439017335;0.941683606;1.176410724;1.338503945;1.496267432;0.620429091;1.03866531;85385.0607;50402.9903;8730.8198;8835.2172;17416.0334;62373;37383;10666;10078;4246;189.11
09/04/2013;01/04/2013;0.572567196;0.573420475;0.638957379;0.442218323;0.941823789;1.174782566;1.351576167;1.41895875;0.660123431;0.995054118;85385.0607;50402.9903;8730.8198;8835.2172;17416.0334;63273;37744;10995;10161;4373;189.11
10/04/2013;01/04/2013;0.575794952;0.576888964;0.638252906;0.445901386;0.945468564;1.165947808;1.334644986;1.398598246;0.70244219;0.971790294;85385.0607;50402.9903;8730.8198;8835.2172;17416.0334;62853;37340;11126;10169;4218;189.11
11/04/2013;01/04/2013;0.579384051;0.58128899;0.636994918;0.44819607;0.949043247;1.162624765;1.346053033;1.284242632;0.727128133;0.953070716;85385.0607;50402.9903;8730.8198;8835.2172;17416.0334;63761;38233;11259;10074;4195;189.11
12/04/2013;01/04/2013;0.583643717;0.586090369;0.639611533;0.451724869;0.950585267;1.212750672;1.385028515;1.562094626;0.742792635;0.962159207;80181.3662;49092.3474;9477.3277;7712.1743;13899.5168;64103;38708;11059;10074;4262;189.11
13/04/2013;01/04/2013;0.588817161;0.592224639;0.643536456;0.454848724;0.951356277;1.299243217;1.531427761;1.764934236;0.744760949;0.89853977;80181.3662;49092.3474;9477.3277;7712.1743;13899.5168;58953;35701;9292;9755;4205;150.3
14/04/2013;01/04/2013;0.593750869;0.597625572;0.65068183;0.457336239;0.955491694;1.287205526;1.532923108;1.683032959;0.727620211;0.883618366;80181.3662;49092.3474;9477.3277;7712.1743;13899.5168;51358;30641;7619;9082;4016;150.3
15/04/2013;01/04/2013;0.596599911;0.60130217;0.652040457;0.45747122;0.958575734;1.254535606;1.519537345;1.52826251;0.699243679;0.847264402;80181.3662;49092.3474;9477.3277;7712.1743;13899.5168;60414;35593;10195;10248;4378;150.3
16/04/2013;01/04/2013;0.59990758;0.605142282;0.652493333;0.460286546;0.960117754;1.220798042;1.503595022;1.331699446;0.663403955;0.837362017;80181.3662;49092.3474;9477.3277;7712.1743;13899.5168;61516;36271;10625;10281;4339;150.3
17/04/2013;01/04/2013;0.60214512;0.607471125;0.652946208;0.463371835;0.960468213;1.178519322;1.456901621;1.226682109;0.64314672;0.817082473;80181.3662;49092.3474;9477.3277;7712.1743;13899.5168;61352;35979;10780;10290;4303;150.3
18/04/2013;01/04/2013;0.603896239;0.609388704;0.651235344;0.46555082;0.963131703;1.146009548;1.419469722;1.114469706;0.621905327;0.824407526;80181.3662;49092.3474;9477.3277;7712.1743;13899.5168;61324;36112;10851;10064;4297;150.3
19/04/2013;01/04/2013;0.605379826;0.611375652;0.64846777;0.466611389;0.96495409;1.075531669;1.306016336;0.991235075;0.61378603;0.846586157;75987.434;48489.186;6427.8339;9841.2469;11229.1672;61432;36493;10887;9803;4249;150.3
20/04/2013;01/04/2013;0.607714651;0.613962154;0.646505309;0.470043773;0.9657251;1.031584755;1.214776081;0.894331322;0.623791628;0.914478541;75987.434;48489.186;6427.8339;9841.2469;11229.1672;55953;33364;9350;9109;4130;128.33
21/04/2013;01/04/2013;0.609754148;0.616033337;0.648316812;0.472338456;0.966706385;1.013848511;1.173340512;0.839526355;0.652250174;0.941608365;75987.434;48489.186;6427.8339;9841.2469;11229.1672;49370;29380;7840;8208;3942;128.33
22/04/2013;01/04/2013;0.61036565;0.617281993;0.644341569;0.473051929;0.964323263;1.002745009;1.120183356;0.875042423;0.698751601;0.980471838;75987.434;48489.186;6427.8339;9841.2469;11229.1672;58465;34747;10426;9076;4216;128.33
23/04/2013;01/04/2013;0.611202991;0.618560379;0.639108338;0.475828689;0.96032803;0.979176758;1.056607011;0.880094277;0.746729263;0.997563627;75987.434;48489.186;6427.8339;9841.2469;11229.1672;59875;35401;10901;9284;4289;128.33
24/04/2013;01/04/2013;0.611706785;0.61970498;0.632768077;0.476445747;0.960888764;0.956636115;1.007405288;0.879481931;0.789540101;0.986236926;75987.434;48489.186;6427.8339;9841.2469;11229.1672;60494;35921;11030;9191;4352;128.33
25/04/2013;01/04/2013;0.612630986;0.620636517;0.625572385;0.479858848;0.963972804;0.919228522;0.950292699;0.800336212;0.821361183;0.96548261;75987.434;48489.186;6427.8339;9841.2469;11229.1672;60566;36062;11078;9094;4332;128.33
26/04/2013;01/04/2013;0.61276649;0.62125589;0.618024455;0.481285794;0.963271886;0.884423313;0.900488013;0.751501619;0.843340693;0.932112927;61845.7977;35822.3507;4329.9047;8383.8621;13309.6802;60731;36291;10910;9236;4294;128.33
27/04/2013;01/04/2013;0.613655947;0.622618511;0.615206562;0.482481344;0.961519591;0.868809013;0.875694204;0.727160866;0.847195309;0.93007819;61845.7977;35822.3507;4329.9047;8383.8621;13309.6802;55967;33393;9550;8820;4204;277.68
28/04/2013;01/04/2013;0.614149318;0.623059504;0.615055603;0.48365761;0.961169132;0.832869432;0.834089805;0.652913914;0.839076012;0.904033559;61845.7977;35822.3507;4329.9047;8383.8621;13309.6802;49981;29612;8210;8156;4003;277.68
29/04/2013;01/04/2013;0.614889374;0.624223926;0.609218538;0.485836595;0.959837387;0.813371575;0.811056645;0.671590467;0.821935275;0.875615068;61845.7977;35822.3507;4329.9047;8383.8621;13309.6802;59932;35787;10782;9017;4346;277.68
30/04/2013;01/04/2013;0.615017928;0.624491495;0.602676999;0.487668486;0.96109904;0.788188512;0.805292326;0.605916359;0.757801032;0.845975736;61845.7977;35822.3507;4329.9047;8383.8621;13309.6802;61980;37162;11150;9325;4343;277.68
01/05/2013;01/05/2013;0.616015093;0.625522131;0.600010064;0.489288262;0.964463447;1.043985982;1.102524173;0.446447059;1.185380952;1.287290715;61845.7977;35822.3507;4329.9047;8383.8621;13309.6802;53083;32078;8795;8164;4046;277.68
02/05/2013;01/05/2013;0.616275676;0.62600772;0.593921401;0.490753775;0.966005467;1.01727592;1.08321973;0.446564052;1.10879127;1.251898384;61845.7977;35822.3507;4329.9047;8383.8621;13309.6802;61528;36762;11217;9222;4327;277.68
03/05/2013;01/05/2013;0.616171443;0.626592408;0.586474111;0.49110087;0.964743814;0.995243279;1.076606789;0.47990719;1.030577778;1.175109665;50118.3145;30521.9853;4274.3973;4569.9769;10751.955;62522;37475;11420;9307;4320;277.68
04/05/2013;01/05/2013;0.616480668;0.627087906;0.582649826;0.492354268;0.964743814;0.962320734;1.059707052;0.452764706;0.941538889;1.130131911;50118.3145;30521.9853;4274.3973;4569.9769;10751.955;57337;34536;9715;8912;4174;341.28
05/05/2013;01/05/2013;0.617182505;0.627895569;0.580435767;0.49387763;0.965024182;0.937886175;1.04444385;0.427143137;0.83599127;1.140981346;50118.3145;30521.9853;4274.3973;4569.9769;10751.955;50905;30734;7995;8219;3957;341.28
06/05/2013;01/05/2013;0.616643967;0.627073041;0.5769134;0.495420274;0.965094273;0.916955166;1.032487119;0.421995425;0.727466667;1.14572139;50118.3145;30521.9853;4274.3973;4569.9769;10751.955;59613;35611;10280;9368;4354;341.28
07/05/2013;01/05/2013;0.616167968;0.626879797;0.571428571;0.495825218;0.964393355;0.864672793;0.959043398;0.398713725;0.663055556;1.143509369;50118.3145;30521.9853;4274.3973;4569.9769;10751.955;60596;35787;10684;9779;4346;341.28
08/05/2013;01/05/2013;0.615466131;0.626275289;0.566044382;0.496384427;0.964253172;0.857448976;0.951729085;0.37894183;0.638427778;1.161416204;50118.3145;30521.9853;4274.3973;4569.9769;10751.955;60409;35519;10609;9948;4333;341.28
09/05/2013;01/05/2013;0.614882425;0.626196009;0.559905399;0.495863784;0.964042896;0.837764076;0.927080852;0.363147712;0.615288492;1.156570825;50118.3145;30521.9853;4274.3973;4569.9769;10751.955;60348;35587;10730;9755;4276;341.28
10/05/2013;01/05/2013;0.613864413;0.625665826;0.553263221;0.495150311;0.962851335;0.828174459;0.905672291;0.356128105;0.595802778;1.189645801;44756.5684;27983.0411;3401.6634;3755.3201;9616.5438;60255;35795;10769;9468;4223;341.28
11/05/2013;01/05/2013;0.613642049;0.625655916;0.548986061;0.495343142;0.963762529;0.816237102;0.889273534;0.303247059;0.58024127;1.231463526;44756.5684;27983.0411;3401.6634;3755.3201;9616.5438;55396;32989;9456;8840;4111;356.57
12/05/2013;01/05/2013;0.613492648;0.62584916;0.546621044;0.494957481;0.962711152;0.79425864;0.843417132;0.303832026;0.562244048;1.261378473;44756.5684;27983.0411;3401.6634;3755.3201;9616.5438;48998;29072;7908;8089;3929;356.57
